Onset,Fricative,Offset,Filename
Onset-sh_Xs_01_Arkansas.wav,Fricative-f1_Xs_01_Arkansas.wav,Offset-sh_Xs_01_Arkansas.wav,shf1sh_Xs_01_Arkansas.wav
Onset-sh_Xs_02_coliseum.wav,Fricative-f1_Xs_02_coliseum.wav,Offset-sh_Xs_02_coliseum.wav,shf1sh_Xs_02_coliseum.wav
Onset-sh_Xs_03_compensate.wav,Fricative-f1_Xs_03_compensate.wav,Offset-sh_Xs_03_compensate.wav,shf1sh_Xs_03_compensate.wav
Onset-sh_Xs_04_democracy.wav,Fricative-f1_Xs_04_democracy.wav,Offset-sh_Xs_04_democracy.wav,shf1sh_Xs_04_democracy.wav
Onset-sh_Xs_05_dinosaur.wav,Fricative-f1_Xs_05_dinosaur.wav,Offset-sh_Xs_05_dinosaur.wav,shf1sh_Xs_05_dinosaur.wav
Onset-sh_Xs_06_embassy.wav,Fricative-f1_Xs_06_embassy.wav,Offset-sh_Xs_06_embassy.wav,shf1sh_Xs_06_embassy.wav
Onset-sh_Xs_07_episode.wav,Fricative-f1_Xs_07_episode.wav,Offset-sh_Xs_07_episode.wav,shf1sh_Xs_07_episode.wav
Onset-sh_Xs_08_eraser.wav,Fricative-f1_Xs_08_eraser.wav,Offset-sh_Xs_08_eraser.wav,shf1sh_Xs_08_eraser.wav
Onset-sh_Xs_09_hallucinate.wav,Fricative-f1_Xs_09_hallucinate.wav,Offset-sh_Xs_09_hallucinate.wav,shf1sh_Xs_09_hallucinate.wav
Onset-sh_Xs_10_legacy.wav,Fricative-f1_Xs_10_legacy.wav,Offset-sh_Xs_10_legacy.wav,shf1sh_Xs_10_legacy.wav
Onset-sh_Xs_11_literacy.wav,Fricative-f1_Xs_11_literacy.wav,Offset-sh_Xs_11_literacy.wav,shf1sh_Xs_11_literacy.wav
Onset-sh_Xs_12_medicine.wav,Fricative-f1_Xs_12_medicine.wav,Offset-sh_Xs_12_medicine.wav,shf1sh_Xs_12_medicine.wav
Onset-sh_Xs_13_obscene.wav,Fricative-f1_Xs_13_obscene.wav,Offset-sh_Xs_13_obscene.wav,shf1sh_Xs_13_obscene.wav
Onset-sh_Xs_14_parasite.wav,Fricative-f1_Xs_14_parasite.wav,Offset-sh_Xs_14_parasite.wav,shf1sh_Xs_14_parasite.wav
Onset-sh_Xs_15_peninsula.wav,Fricative-f1_Xs_15_peninsula.wav,Offset-sh_Xs_15_peninsula.wav,shf1sh_Xs_15_peninsula.wav
Onset-sh_Xs_16_personal.wav,Fricative-f1_Xs_16_personal.wav,Offset-sh_Xs_16_personal.wav,shf1sh_Xs_16_personal.wav
Onset-sh_Xs_17_pregnancy.wav,Fricative-f1_Xs_17_pregnancy.wav,Offset-sh_Xs_17_pregnancy.wav,shf1sh_Xs_17_pregnancy.wav
Onset-sh_Xs_18_reconcile.wav,Fricative-f1_Xs_18_reconcile.wav,Offset-sh_Xs_18_reconcile.wav,shf1sh_Xs_18_reconcile.wav
Onset-sh_Xs_19_rehearsal.wav,Fricative-f1_Xs_19_rehearsal.wav,Offset-sh_Xs_19_rehearsal.wav,shf1sh_Xs_19_rehearsal.wav
Onset-sh_Xs_20_Tennessee.wav,Fricative-f1_Xs_20_Tennessee.wav,Offset-sh_Xs_20_Tennessee.wav,shf1sh_Xs_20_Tennessee.wav
